0image0.png,1.5894293631751126e-07,0.0,4.601198665322805e-08
0image1.png,1.6777308997252576e-07,0.0,4.8568205391435145e-08
0image2.png,1.776420840538945e-07,0.0,5.142515540427253e-08
0image3.png,1.8874470090645756e-07,0.0,5.463922373767449e-08
0image4.png,2.0132766476680586e-07,0.0,5.828183396379883e-08
0image5.png,2.157081924133172e-07,0.0,6.244481636155611e-08
0image6.png,2.3230110564195173e-07,0.0,6.724825663831656e-08
0image7.png,2.516594999581288e-07,0.0,7.285226900615483e-08
0image8.png,2.7453759615250054e-07,0.0,7.947519092477251e-08
0image9.png,3.019913027493629e-07,0.0,8.742269466909146e-08
0image10.png,3.35545819943485e-07,0.0,9.713630656693182e-08
0image11.png,3.7748894618611587e-07,0.0,1.0927831557710491e-07
0image12.png,4.3141586319210226e-07,0.0,1.2488948171645734e-07
0image13.png,5.033183899143423e-07,0.0,1.4570436142440565e-07
0image14.png,6.039818710968954e-07,0.0,1.7484517673806367e-07
0image15.png,7.549769698708283e-07,0.0,2.1855636410162324e-07
0image16.png,1.0066351398281925e-06,0.0,2.914082480892372e-07
0image17.png,1.5099502497495627e-06,0.0,4.37111659996814e-07
0image18.png,3.01988573963891e-06,0.0,8.742190471992089e-07
0image19.png,0.0,0.0,0.0
1image0.png,0.1495470539102459,-0.004909040080231744,0.506905848928136
1image1.png,0.1495471110466134,-0.004909042430968505,0.5069060194000523
1image2.png,0.14954717295501485,-0.004909044977627896,0.5069060070652085
1image3.png,0.14954724020104193,-0.004909048145339695,0.5069059936668772
1image4.png,0.14954731350609357,-0.004909052018041321,0.5069059790613246
1image5.png,0.14954739372770096,-0.004909049226296129,0.506905963077693
1image6.png,0.14954748189322886,-0.0049090470803382445,0.5069059455112865
1image7.png,0.14954757924411002,-0.004909044225667977,0.5069059261147577
1image8.png,0.14954768968928198,-0.004909046253855276,0.506905912703167
1image9.png,0.14954781051486132,-0.004909048437026371,0.5069058893788011
1image10.png,0.14954794887642173,-0.00490905557564232,0.5069058720430746
1image11.png,0.14954810250102693,-0.004909059573610624,0.5069058424400049
1image12.png,0.14954794521744613,-0.004909064243842662,0.506905987863056
1image13.png,0.14954812542036544,-0.004909058683364353,0.506905974663548
1image14.png,0.14954794075076674,-0.004909046370292195,0.5069057520490378
1image15.png,0.14954815274254665,-0.004909045706177758,0.5069059283624063
1image16.png,0.1495479345319291,-0.004909044775381315,0.5069058913572382
1image17.png,0.14954819142763,-0.004909044282673141,0.5069050824534634
1image18.png,0.14954792928109556,-0.004909048782546242,0.5069049487675636
